evalnum,startTime,endTime,cost,x,key,status,elapsed_time
0,1569013410,1569013424,5.448818,"['a', 'a', 'a']",000_00000.dat,0,14.149665594100952
1,1569013424,1569013437,5.804216,"['b', 'd', 'a']",000_00001.dat,0,26.522995471954346
2,1569013437,1569013449,5.499331,"['b', 'b', 'd']",000_00002.dat,0,39.267746448516846
3,1569013449,1569013461,5.443921,"['b', 'd', 'a']",000_00003.dat,0,50.74741864204407
4,1569013461,1569013473,5.398495,"['d', 'b', 'a']",000_00004.dat,0,62.55303955078125
